--------- beginning of system
01-01 00:00:16.460   249   249 I Vold    : Vold 2.1 (the revenge) firing up
01-01 00:00:16.461   249   249 D Vold    : Volume sdcard1 state changing -1 (Initializing) -> 0 (No-Media)
01-01 00:00:16.461   249   249 I Cryptfs : Check if PFE is activated on Boot
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      18483 -                   @jdwp-control
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      11785 4558/radish         
01-01 00:00:45.627  4558  4558 D radish  : unix  2      [ ]         DGRAM                     10748 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  2      [ ]         DGRAM                     12529 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      13043 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      19594 -                   @jdwp-control
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      12618 -                   /dev/socket/installd
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      13648 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  2      [ ]         DGRAM                     11483 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      14016 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      16200 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      15651 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      17015 -                   /dev/socket/adbd
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16789 -                   @jdwp-control
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      12938 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16061 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      14509 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  2      [ ]         STREAM     CONNECTED      18947 4558/radish         /dev/socket/netd
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      19545 -                   @jdwp-control
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16146 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16211 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      17145 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      14251 -                   @jdwp-control
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      12983 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      18925 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      14338 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      13544 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  2      [ ]         DGRAM                      9755 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16303 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      16450 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      14021 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      13600 4558/radish         /dev/socket/netd
01-01 00:00:45.627  4558  4558 D radish  : unix  2      [ ]         DGRAM                     12632 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      12080 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      20611 4343/com.qualcomm.t 
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      13069 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED       9754 -                   /data/misc/location/mq/location-mq-s
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16176 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  2      [ ]         DGRAM                     10762 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  2      [ ]         DGRAM                      9679 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      11786 4558/radish         
01-01 00:00:45.627  4558  4558 D radish  : unix  2      [ ]         DGRAM                      9666 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      18481 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      13707 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      12164 4558/radish         /dev/socket/mdns
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      18142 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         DGRAM                     10752 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      13638 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED       9713 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  2      [ ]         DGRAM                     18628 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  2      [ ]         DGRAM                     11515 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      10239 -                   /data/misc/location/mq/location-mq-s
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      14508 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      10238 -                   /data/misc/location/mq/location-mq-s
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      10567 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      15652 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      17014 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16883 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      14329 -                   /dev/socket/cnd
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      16201 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  2      [ ]         STREAM                    17825 3468/com.android.ph 
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      14018 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  2      [ ]         DGRAM                     12962 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16765 3450/com.android.se 
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16212 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      11516 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      13848 -                   @jdwp-control
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      17455 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  2      [ ]         DGRAM                      9776 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      17189 -                   @jdwp-control
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      10237 -                   /data/misc/location/mq/location-mq-s
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16702 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      15472 -                   /dev/socket/logdr
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16305 -                   @jdwp-control
01-01 00:00:45.628  4558  4558 D radish  : unix  2      [ ]         DGRAM                      9728 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  2      [ ]         DGRAM                     10670 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      15256 -                   @jdwp-control
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      11443 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  2      [ ]         DGRAM                     20513 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  2      [ ]         DGRAM                     12613 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      13661 -                   @jdwp-control
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      12985 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16147 -                   /data/misc/location/mq/location-mq-s
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      18192 -                   @jdwp-control
01-01 00:00:45.628  4558  4558 D radish  : unix  2      [ ]         DGRAM                     12550 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      13599 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  2      [ ]         DGRAM                     20704 4558/radish         
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      15055 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      15152 -                   @jdwp-control
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         DGRAM                     10753 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      13637 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  2      [ ]         STREAM     CONNECTED      18623 -                   /dev/socket/netd
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      13029 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      11811 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      15949 3468/com.android.ph 
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      16198 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      16979 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      15211 -                   @jdwp-control
01-01 00:00:45.628  4558  4558 D radish  : unix  2      [ ]         DGRAM                     13941 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      12984 -                   
01-01 00:00:45.628  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      15150 -                   
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      10568 -                   
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      14339 -                   
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      14019 -                   
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16209 -                   
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      17032 -                   @jdwp-control
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16767 -                   @jdwp-control
01-01 00:00:45.629  4558  4558 D radish  : unix  2      [ ]         DGRAM                     11301 -                   
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      12135 -                   /dev/socket/lmkd
01-01 00:00:45.629  4558  4558 D radish  : unix  2      [ ]         DGRAM                     11411 -                   
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      17748 -                   
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      13846 -                   
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      10236 -                   /data/misc/location/mq/location-mq-s
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      15471 -                   
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      16213 -                   
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      17186 -                   
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      14239 -                   @jdwp-control
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      15162 -                   @jdwp-control
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      17454 -                   
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      12777 -                   
01-01 00:00:45.629  4558  4558 D radish  : unix  2      [ ]         DGRAM                      9775 -                   
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      12081 -                   
01-01 00:00:45.629  4558  4558 D radish  : unix  2      [ ]         DGRAM                      9741 -                   
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      17355 -                   @jdwp-control
01-01 00:00:45.629  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16901 -                   
